,squareid,datetime,countryCode,smsin,smsout,callin,callout,internet
0,5083,2013-11-01 00:00:00,0,1.337501132668693,,0.1880935528422208,,
1,5083,2013-11-01 00:00:00,39,71.25633727252594,96.20673646608134,4.448759597028783,4.435438843149281,671.7299280564474
2,5083,2013-11-01 00:10:00,0,3.076117581696672,,,,
3,5083,2013-11-01 00:10:00,39,38.38339703218262,70.0520490077999,10.644217626324515,7.393987303949805,540.6154955212309
4,5083,2013-11-01 00:20:00,0,0.016527880589437,,,,
5,5083,2013-11-01 00:20:00,39,37.54283129628018,102.0534657231082,7.38714645646087,2.655350371044674,468.44111358441126
6,5083,2013-11-01 00:30:00,0,3.1230698344292187,,,,
7,5083,2013-11-01 00:30:00,1,0.0940467764211104,,,,
8,5083,2013-11-01 00:30:00,39,15.107424682581398,62.93141087106745,3.0891901215768933,7.009561806038046,518.2885730782122
9,5083,2013-11-01 00:40:00,0,6.403955679776135,,,,
10,5083,2013-11-01 00:40:00,39,12.819635646636293,72.08848596760654,6.017287820722227,5.695385434393307,412.1584935340822
11,5083,2013-11-01 00:50:00,0,2.402025625142935,,,,
12,5083,2013-11-01 00:50:00,39,7.2977766924470915,67.91732895340833,2.012777233000953,1.7770106178899838,414.6289710814645
13,5083,2013-11-01 00:50:00,43,0.4203667266965177,0.8407334533930355,,,
14,5083,2013-11-01 01:00:00,39,13.116336690965849,68.01604012504485,2.9621506605798964,0.082481333324417,407.60218334980544
15,5083,2013-11-01 01:10:00,0,0.4607250709990521,,,,
16,5083,2013-11-01 01:10:00,39,17.043820009619722,69.14878692209038,2.662039491457009,1.5497085356543272,337.40616786986953
17,5083,2013-11-01 01:20:00,0,,,,0.082481333324417,
18,5083,2013-11-01 01:20:00,39,4.148461115974172,54.467149755211885,0.740832003512186,,326.4639760299251
19,5083,2013-11-01 01:20:00,49,,,,,0.4203667266965177
20,5083,2013-11-01 01:30:00,0,0.1074011303400628,1.3460100198470952,,,
21,5083,2013-11-01 01:30:00,39,3.8720177624765535,51.14618752839353,,1.921382864123676,382.9996829108214
22,5083,2013-11-01 01:30:00,49,,,,,1.0695746814734357
23,5083,2013-11-01 01:40:00,0,0.6388470953247636,,,,
24,5083,2013-11-01 01:40:00,39,4.898712780111729,54.324661724834336,0.082481333324417,4.127709803848689,294.1218808911363
25,5083,2013-11-01 01:50:00,0,0.6272816522280702,,,,
26,5083,2013-11-01 01:50:00,33,,,,,1.743180101729798
27,5083,2013-11-01 01:50:00,39,1.30507538915874,56.99185339684395,0.3039373962262311,1.3078269416031254,357.227159520982
28,5083,2013-11-01 01:50:00,43,,,,,0.0140446447834903
29,5083,2013-11-01 02:00:00,0,0.6822957846129662,,,,
30,5083,2013-11-01 02:00:00,39,5.110261053459621,62.28885769567995,1.8370034903432064,0.2566263104550429,369.2682291711204
31,5083,2013-11-01 02:10:00,0,0.2591331798346244,,,,
32,5083,2013-11-01 02:10:00,39,1.4700380558075743,61.09110456371326,0.2214560629018141,0.1741449771306258,274.3180670458326
33,5083,2013-11-01 02:20:00,0,2.1792012756146124,,,,
34,5083,2013-11-01 02:20:00,39,0.3968420655366407,54.76450719897999,0.4971953316636531,0.1674695360284156,266.1070579790164
35,5083,2013-11-01 02:30:00,0,0.016527880589437,,,,
36,5083,2013-11-01 02:30:00,39,11.108657086691586,46.54094026496632,0.5144135031176282,1.4672272023299102,312.67235812663466
37,5083,2013-11-01 02:30:00,43,,,,,1.986621041211521
38,5083,2013-11-01 02:40:00,0,0.1557709268052726,,,,
39,5083,2013-11-01 02:40:00,39,3.3777407805518407,53.48248126610187,1.0695746814734357,1.083619326256926,240.32916606888244
40,5083,2013-11-01 02:50:00,0,0.0280892895669807,,,,
41,5083,2013-11-01 02:50:00,39,12.759190181017429,65.76101310157563,0.4203667266965177,0.5168927048044252,272.53595905681914
42,5083,2013-11-01 03:00:00,0,1.986621041211521,,,,
43,5083,2013-11-01 03:00:00,39,14.985342954196277,58.569468962773904,1.3496614595229768,0.0940467764211104,285.3336234077322
44,5083,2013-11-01 03:10:00,0,2.1391493629468714,,,,
45,5083,2013-11-01 03:10:00,39,7.902715067819922,51.738464242318585,,,256.7246659079269
46,5083,2013-11-01 03:20:00,0,0.1593099382915524,,,,
47,5083,2013-11-01 03:20:00,39,3.973242082423042,54.50707998967904,0.7662563818054673,3.336318274633243,277.91994927024973
48,5083,2013-11-01 03:20:00,40,,0.8407334533930355,,,
49,5083,2013-11-01 03:30:00,39,,45.3948925997718,3.4158122708502456,,289.01902445062353
50,5083,2013-11-01 03:40:00,0,0.5448003189036531,,,,
51,5083,2013-11-01 03:40:00,39,,49.64302354316145,3.141592653589793,0.5448003189036531,268.0200598795156
52,5083,2013-11-01 03:50:00,39,6.730844263494049,41.1249650840489,,2.2222812040109976,273.98523988677044
53,5083,2013-11-01 04:00:00,0,0.0140446447834903,,,,
54,5083,2013-11-01 04:00:00,39,12.121325919527266,38.68717241415941,0.0036514396758816,,318.5700360103008
55,5083,2013-11-01 04:10:00,0,0.0965259781079074,,,,
56,5083,2013-11-01 04:10:00,39,6.484734445379955,43.68367054216112,2.288669895708656,0.0768286049671353,299.634310064964
57,5083,2013-11-01 04:20:00,0,0.1593099382915524,,,,
58,5083,2013-11-01 04:20:00,39,1.2278663957111653,52.58179483065504,,0.082481333324417,287.42483063145875
59,5083,2013-11-01 04:20:00,44,,,,,1.986621041211521
60,5083,2013-11-01 04:30:00,39,2.010270363621371,45.93781503721463,,,295.230345751419
61,5083,2013-11-01 04:40:00,32,,,,,1.0695746814734357
62,5083,2013-11-01 04:40:00,39,2.8825936326353454,47.88507035577766,0.6522461255843244,0.5448003189036531,265.640756851869
63,5083,2013-11-01 04:40:00,40,,,,,3.141592653589793
64,5083,2013-11-01 04:50:00,39,2.033721447173886,48.74792959567995,1.0695746814734357,,280.91196104624214
65,5083,2013-11-01 04:50:00,43,,,,,1.0695746814734357
66,5083,2013-11-01 05:00:00,0,1.146403286440571,,,,
67,5083,2013-11-01 05:00:00,1,0.0940467764211104,,,,
68,5083,2013-11-01 05:00:00,39,4.038030059541286,51.45088426699408,0.0036514396758816,0.0768286049671353,287.2441669117955
69,5083,2013-11-01 05:10:00,39,2.1565974466195184,46.15414334073364,,0.2214560629018141,288.85526680294686
70,5083,2013-11-01 05:20:00,0,1.0695746814734357,,,,
71,5083,2013-11-01 05:20:00,39,,45.828166124860296,0.4702338821055521,2.531421360115174,282.0894079417368
72,5083,2013-11-01 05:30:00,0,0.2214560629018141,,,,
73,5083,2013-11-01 05:30:00,39,,50.02169303735536,,0.0140446447834903,277.2815018319463
74,5083,2013-11-01 05:30:00,971,1.0695746814734357,,,,
75,5083,2013-11-01 05:40:00,0,1.2576682343156569,,,,
76,5083,2013-11-01 05:40:00,39,4.266497617393679,51.54493104341519,3.141592653589793,,255.0734335109279
77,5083,2013-11-01 05:50:00,0,,,,2.288669895708656,
78,5083,2013-11-01 05:50:00,353,,,,,1.0695746814734357
79,5083,2013-11-01 05:50:00,39,4.479034347499187,47.16331057807791,,,272.5440392680719
80,5083,2013-11-01 06:00:00,0,1.0695746814734357,,,,
81,5083,2013-11-01 06:00:00,39,0.9503606010621108,46.868889244975904,,1.986621041211521,311.9992020781494
82,5083,2013-11-01 06:10:00,39,4.216458926005609,50.68525350466242,,0.0940467764211104,281.4432017564796
83,5083,2013-11-01 06:20:00,0,0.3115418536105452,,,,
84,5083,2013-11-01 06:20:00,380,,,,0.082481333324417,
85,5083,2013-11-01 06:20:00,39,1.3514618109696328,68.89653917591406,0.7853979344132768,1.906134868500352,320.3232169743152
86,5083,2013-11-01 06:30:00,0,1.9886162018247684,,,,
87,5083,2013-11-01 06:30:00,380,,,,0.082481333324417,
88,5083,2013-11-01 06:30:00,39,5.061892893770902,51.76690165164289,1.0695746814734357,,309.466009819116
89,5083,2013-11-01 06:40:00,0,0.1765281097455275,,,,
90,5083,2013-11-01 06:40:00,39,2.969008148982278,40.27540092953051,0.2214560629018141,,306.57140987711153
91,5083,2013-11-01 06:50:00,0,0.3954484815502402,,,,
92,5083,2013-11-01 06:50:00,39,0.3299253332976682,29.966573987334527,2.0806678176326314,2.5606449778423097,326.49589785350264
93,5083,2013-11-01 06:50:00,49,,,0.9638945151484768,0.9638945151484768,1.986621041211521
94,5083,2013-11-01 07:00:00,0,0.0768286049671353,,,,
95,5083,2013-11-01 07:00:00,39,4.076728062353886,1.7199940065098884,0.0940467764211104,6.260127775785983,327.96830572210496
96,5083,2013-11-01 07:10:00,0,0.0036514396758816,,,,
97,5083,2013-11-01 07:10:00,33,,,,,0.1880935528422208
98,5083,2013-11-01 07:10:00,39,12.47821914418247,11.726913306404462,1.825785234954316,0.391189337179359,293.01431212034464
99,5083,2013-11-01 07:10:00,43,,,,,4.884772755319592
100,5083,2013-11-01 07:20:00,0,5.407844554136648,,0.0940467764211104,,
101,5083,2013-11-01 07:20:00,33,,,,,0.0940467764211104
102,5083,2013-11-01 07:20:00,39,2.2157481858803485,21.4994526665357,4.408302380279496,1.6451985564628624,336.59948626606644
103,5083,2013-11-01 07:30:00,0,9.91852409795929,,,,
104,5083,2013-11-01 07:30:00,39,5.338580952538956,49.1013011059756,1.1719209492410334,10.029044204234555,495.98989075578334
105,5083,2013-11-01 07:30:00,49,,,,,1.0695746814734357
106,5083,2013-11-01 07:40:00,0,6.587144775862634,,,,
107,5083,2013-11-01 07:40:00,39,13.215191136001048,58.515747076585086,6.895642920890861,11.496769639763784,339.79988997453165
108,5083,2013-11-01 07:50:00,0,5.641267001531728,,,,
109,5083,2013-11-01 07:50:00,39,11.051867548723038,15.353180218536142,9.993679709887507,6.517391080142846,397.2810228352759
110,5083,2013-11-01 07:50:00,48,,,1.0695746814734357,,
111,5083,2013-11-01 08:00:00,0,24.219911135357112,,,5.964468904910279,
112,5083,2013-11-01 08:00:00,33,,,,,1.986621041211521
113,5083,2013-11-01 08:00:00,39,44.55561255391397,18.981671333849327,9.383120782688655,7.572967901757714,410.6840976641789
114,5083,2013-11-01 08:10:00,0,26.00279199242751,,,,
115,5083,2013-11-01 08:10:00,33,,,,,0.082481333324417
116,5083,2013-11-01 08:10:00,39,18.5227772596957,8.56066369442508,14.987426219195044,16.04825635329001,407.3095448306257
117,5083,2013-11-01 08:20:00,0,15.944560813875224,,,,
118,5083,2013-11-01 08:20:00,380,,,,1.906134868500352,
119,5083,2013-11-01 08:20:00,39,20.48653340120414,10.674845308045365,9.060174272442778,7.955315975273062,433.8843262469612
120,5083,2013-11-01 08:20:00,49,,,,,0.5761376535017904
121,5083,2013-11-01 08:20:00,55,,,,0.9638945151484768,
122,5083,2013-11-01 08:20:00,63,0.082481333324417,,,,
123,5083,2013-11-01 08:20:00,91,,,0.082481333324417,0.082481333324417,
124,5083,2013-11-01 08:30:00,0,19.162284709746,,,,
125,5083,2013-11-01 08:30:00,39,34.18238941462361,20.169815960997703,9.417180986970642,17.311927666889304,442.391037725905
126,5083,2013-11-01 08:30:00,40,,,0.082481333324417,,
127,5083,2013-11-01 08:30:00,49,0.0561785791339614,,,,
128,5083,2013-11-01 08:40:00,0,34.984919187469615,,,,
129,5083,2013-11-01 08:40:00,39,24.612452889462546,26.775378346246832,27.048764960133823,14.430154345278696,666.9422437348418
130,5083,2013-11-01 08:40:00,49,3.141592653589793,,,,
131,5083,2013-11-01 08:40:00,971,,,,1.0695746814734357,
132,5083,2013-11-01 08:50:00,0,22.88151683266748,0.9638945151484768,,,
133,5083,2013-11-01 08:50:00,39,30.781878974680687,26.7253862123598,18.99566528926105,14.870298363314369,418.9286453751384
134,5083,2013-11-01 08:50:00,48,1.3460100198470952,,,,
135,5083,2013-11-01 08:50:00,63,,,,0.5448003189036531,
136,5083,2013-11-01 08:50:00,971,,,1.0695746814734357,,
137,5083,2013-11-01 09:00:00,0,14.267217010690114,,,,
138,5083,2013-11-01 09:00:00,39,40.51623018434013,46.58330625577389,18.451868837764923,17.043452734403523,504.4235277323359
139,5083,2013-11-01 09:00:00,48,1.3460100198470952,1.3460100198470952,,,
140,5083,2013-11-01 09:00:00,88239,,,,,1.0695746814734357
141,5083,2013-11-01 09:10:00,0,31.67502205159827,,,,
142,5083,2013-11-01 09:10:00,380,,,,1.986621041211521,
143,5083,2013-11-01 09:10:00,39,31.193943705550296,29.17023145153041,20.64939149532156,33.17595031685141,565.8035119267639
144,5083,2013-11-01 09:10:00,43,,,0.016527880589437,,
145,5083,2013-11-01 09:20:00,0,24.20297069674184,,,,
146,5083,2013-11-01 09:20:00,380,,,,0.5448003189036531,
147,5083,2013-11-01 09:20:00,39,40.081288183763,33.76247436034696,27.410306649211726,40.70199213502865,620.5887208321959
148,5083,2013-11-01 09:20:00,40,,,0.4203667266965177,,
149,5083,2013-11-01 09:20:00,49,,,,,2.240375433393451
150,5083,2013-11-01 09:20:00,91,,,,0.0768286049671353,
151,5083,2013-11-01 09:30:00,0,45.51866298805454,,,3.141592653589793,
152,5083,2013-11-01 09:30:00,216,0.082481333324417,,,1.046375848472894,
153,5083,2013-11-01 09:30:00,380,,,,2.4509351874040046,
154,5083,2013-11-01 09:30:00,39,79.11018599726181,37.229891923657206,25.916647522545915,42.36211220187093,556.8299233561635
155,5083,2013-11-01 09:30:00,40,,,0.0768286049671353,,
156,5083,2013-11-01 09:30:00,44,,,,,1.0695746814734357
157,5083,2013-11-01 09:30:00,49,13.462808020310664,,,0.9638945151484768,2.812754783203234
158,5083,2013-11-01 09:30:00,55,,,,0.9638945151484768,
159,5083,2013-11-01 09:40:00,0,18.2008788869116,,,3.203182242616628,
160,5083,2013-11-01 09:40:00,216,,,,1.986621041211521,
161,5083,2013-11-01 09:40:00,30,,,0.6754184502454879,,
162,5083,2013-11-01 09:40:00,33,,,,,1.906134868500352
163,5083,2013-11-01 09:40:00,380,,,,2.531421360115174,
164,5083,2013-11-01 09:40:00,39,47.54505707083209,53.52372799186391,32.14740812103192,30.73402190966439,574.8652804155795
165,5083,2013-11-01 09:40:00,40,,,,0.2214560629018141,
166,5083,2013-11-01 09:40:00,49,0.6754184502454879,,,,3.056195722684957
167,5083,2013-11-01 09:40:00,63,,1.3828561727779427,,,
168,5083,2013-11-01 09:50:00,0,40.22667003627089,,,0.3039373962262311,
169,5083,2013-11-01 09:50:00,380,,,,2.81569670139128,
170,5083,2013-11-01 09:50:00,39,70.42218110064715,63.87442230243278,31.958968758848936,68.33164740150478,691.5030628746637
171,5083,2013-11-01 09:50:00,40,,,0.9638945151484768,0.2214560629018141,
172,5083,2013-11-01 09:50:00,49,,,,,6.289317232584708
