,squareid,datetime,countryCode,smsin,smsout,callin,callout,internet
0,5317,2013-11-01 00:00:00,0,4.284048480471442,,1.0070936720525236,,
1,5317,2013-11-01 00:00:00,1,,,,0.1492404050988424,
2,5317,2013-11-01 00:00:00,39,5.771826937641311,5.48766507621518,6.683493313252896,2.4915389086199986,564.8245336628071
3,5317,2013-11-01 00:10:00,0,3.888559381503655,,,1.0746233442662028,
4,5317,2013-11-01 00:10:00,212,,,,0.0123371428075909,
5,5317,2013-11-01 00:10:00,39,20.87841580234762,15.64764361621352,5.573892337373612,10.164538671196064,440.03663924883153
6,5317,2013-11-01 00:20:00,0,0.3446311481248618,,,,
7,5317,2013-11-01 00:20:00,31,,2.96342431848835,,,
8,5317,2013-11-01 00:20:00,39,5.7377766744000605,13.906523201039535,13.448151795069288,2.278559564959912,409.106276142868
9,5317,2013-11-01 00:20:00,46,,,,,0.0123371428075909
10,5317,2013-11-01 00:20:00,49,,,,,0.2459060945292651
11,5317,2013-11-01 00:30:00,0,0.5127226141404215,,,,
12,5317,2013-11-01 00:30:00,1,0.5035468360262618,,,,0.0524192968988018
13,5317,2013-11-01 00:30:00,39,12.61735946334675,8.654530360895134,0.0046795818354745,1.6863107147656151,409.9888091309103
14,5317,2013-11-01 00:40:00,0,5.745476759321337,,,,
15,5317,2013-11-01 00:40:00,39,7.8500591368954975,6.704608921392308,1.1669349697898712,1.577863733920878,353.1029076254632
16,5317,2013-11-01 00:40:00,880,,,,1.7893828871617896,
17,5317,2013-11-01 00:50:00,0,1.6766257304960392,,,,
18,5317,2013-11-01 00:50:00,39,4.312645306815873,13.018128982110085,2.67682964311238,4.444622362978806,273.7818493702102
19,5317,2013-11-01 00:50:00,46,,,,,1.601833019525233
20,5317,2013-11-01 01:00:00,0,0.2459060945292651,,,,
21,5317,2013-11-01 01:00:00,212,,,,1.0389826877740946,
22,5317,2013-11-01 01:00:00,39,10.287074098151912,9.526085935982591,8.858248616499104,3.703483625443407,337.8926972900007
23,5317,2013-11-01 01:00:00,46,,,,,0.0123371428075909
24,5317,2013-11-01 01:10:00,0,1.9009844384735888,,,,
25,5317,2013-11-01 01:10:00,33,,,,,1.601833019525233
26,5317,2013-11-01 01:10:00,39,0.4718174852788229,4.135560473775575,0.2459060945292651,1.701052690169094,303.87012044383283
27,5317,2013-11-01 01:20:00,39,5.309783247202235,1.5837006985889823,1.499815585034718,6.105016972078143,200.57758779107013
28,5317,2013-11-01 01:30:00,0,3.9224503934023938,,,0.0123371428075909,
29,5317,2013-11-01 01:30:00,39,0.9342758068866968,0.7007068551650226,0.2335689517216742,0.784060552808444,330.8684809070531
30,5317,2013-11-01 01:30:00,46,,,,,0.0123371428075909
31,5317,2013-11-01 01:40:00,0,0.8498858823919102,,,,
32,5317,2013-11-01 01:40:00,39,13.894595343606404,9.53190204158591,0.1615775479064333,0.5035468360262618,269.14270918931743
33,5317,2013-11-01 01:40:00,43,,,,,0.0524192968988018
34,5317,2013-11-01 01:50:00,39,2.1728701754479167,3.5318156878590163,3.264524186581326,0.1492404050988424,330.0888809274865
35,5317,2013-11-01 02:00:00,0,,,,0.1492404050988424,
36,5317,2013-11-01 02:00:00,39,3.623514084244174,1.6498551377361186,6.995592566435086,3.261905128686036,259.38337222127456
37,5317,2013-11-01 02:10:00,39,2.722406493192963,1.1095900971966774,1.4111532912721931,1.7893828871617896,215.80791298249727
